nom,nom_arabe,nom_berbere,type_etablissement,ville,adresse,adresse_arabe,telephone,site_web,note,nombre_avis,statut_ouverture,latitude,longitude,url_google_maps,terme_recherche,photos_count,langues_detectees,date_extraction,horaires_ouverture,avis_recents,services
𝐏𝐬𝐲𝐜𝐡𝐢𝐚𝐭𝐫𝐞 𝐀𝐠𝐚𝐝𝐢𝐫 - 𝐃𝐫 𝐊𝐚𝐰𝐭𝐚𝐫 𝐀𝐋𝐌𝐄𝐂𝐇𝐄𝐂𝐇𝐓𝐈 - 𝐓𝐡é𝐫𝐚𝐩𝐢𝐞 𝐜𝐨𝐦𝐩𝐨𝐫𝐭𝐞𝐦𝐞𝐧𝐭𝐚𝐥𝐞 𝐞𝐭 𝐜𝐨𝐠𝐧𝐢𝐭𝐢𝐯𝐞 - 𝐒𝐞𝐱𝐨𝐥𝐨𝐠𝐮𝐞 - 𝐀𝐝𝐝𝐢𝐜𝐭𝐨𝐥𝐨𝐠𝐮𝐞 - 𝐏é𝐝𝐨𝐩𝐬𝐲𝐜𝐡𝐢𝐚𝐭𝐫𝐞,,,Psychiatre,Agadir,"3ème étage, résidence Borj dlalat, Angle avenue Hassane 2, immH1, Ave Abderrahim Bouabid, Agadir",,+212671-507661,https://www.google.com/url?q=http://psychiatre-agadir.com/&opi=79508299&sa=U&ved=0ahUKEwiU_pKziaeOAxXbRUEAHcl7GiMQ61gIFigS&usg=AOvVaw3vXvwUExZaSigI7YndhwBb,"3,2",88,Fermé ⋅ Ouvre à 08:30 lun.,30.4083649,-9.5877039,https://www.google.com/maps/place/%F0%9D%90%8F%F0%9D%90%AC%F0%9D%90%B2%F0%9D%90%9C%F0%9D%90%A1%F0%9D%90%A2%F0%9D%90%9A%F0%9D%90%AD%F0%9D%90%AB%F0%9D%90%9E+%F0%9D%90%80%F0%9D%90%A0%F0%9D%90%9A%F0%9D%90%9D%F0%9D%90%A2%F0%9D%90%AB+-+%F0%9D%90%83%F0%9D%90%AB+%F0%9D%90%8A%F0%9D%90%9A%F0%9D%90%B0%F0%9D%90%AD%F0%9D%90%9A%F0%9D%90%AB+%F0%9D%90%80%F0%9D%90%8B%F0%9D%90%8C%F0%9D%90%84%F0%9D%90%82%F0%9D%90%87%F0%9D%90%84%F0%9D%90%82%F0%9D%90%87%F0%9D%90%93%F0%9D%90%88+-+%F0%9D%90%93%F0%9D%90%A1%C3%A9%F0%9D%90%AB%F0%9D%90%9A%F0%9D%90%A9%F0%9D%90%A2%F0%9D%90%9E+%F0%9D%90%9C%F0%9D%90%A8%F0%9D%90%A6%F0%9D%90%A9%F0%9D%90%A8%F0%9D%90%AB%F0%9D%90%AD%F0%9D%90%9E%F0%9D%90%A6%F0%9D%90%9E%F0%9D%90%A7%F0%9D%90%AD%F0%9D%90%9A%F0%9D%90%A5%F0%9D%90%9E+%F0%9D%90%9E%F0%9D%90%AD+%F0%9D%90%9C%F0%9D%90%A8%F0%9D%90%A0%F0%9D%90%A7%F0%9D%90%A2%F0%9D%90%AD%F0%9D%90%A2%F0%9D%90%AF%F0%9D%90%9E+-+%F0%9D%90%92%F0%9D%90%9E%F0%9D%90%B1%F0%9D%90%A8%F0%9D%90%A5%F0%9D%90%A8%F0%9D%90%A0%F0%9D%90%AE%F0%9D%90%9E+-+%F0%9D%90%80%F0%9D%90%9D%F0%9D%90%9D%F0%9D%90%A2%F0%9D%90%9C%F0%9D%90%AD%F0%9D%90%A8%F0%9D%90%A5%F0%9D%90%A8%F0%9D%90%A0%F0%9D%90%AE%F0%9D%90%9E+-+%F0%9D%90%8F%C3%A9%F0%9D%90%9D%F0%9D%90%A8%F0%9D%90%A9%F0%9D%90%AC%F0%9D%90%B2%F0%9D%90%9C%F0%9D%90%A1%F0%9D%90%A2%F0%9D%90%9A%F0%9D%90%AD%F0%9D%90%AB%F0%9D%90%9E/data=!4m7!3m6!1s0xdb3b784b7465473:0x6052e6c53eff4977!8m2!3d30.4083649!4d-9.5877039!16s%2Fg%2F11thnk64x2!19sChIJc1RGt4S3sw0Rd0n_PsXmUmA?authuser=0&hl=fr&rclk=1,معالج نفسي,0,francais,2025-07-06T02:24:36.940474,{},[],[]
CENTRE KHABIR DE KINÉSITHÉRAPIE ET DE RÉÉDUCATION FONCTIONNELLE,,,Kinésithérapeute,Agadir,"Rez-de-chaussez Immeuble al firdaous 277 haut founty, Agadir 80000",,+212766-522457,https://www.google.com/url?q=https://www.facebook.com/Centre-khabir-de-kin%25C3%25A9sith%25C3%25A9rapie-et-r%25C3%25A9%25C3%25A9ducation-fonctionnelle-103160778807394/&opi=79508299&sa=U&ved=0ahUKEwjNxdfLiaeOAxUAQ0EAHTUvC6EQ61gIEigO&usg=AOvVaw1YwxBmRq0oYZG3WUWgntrl,"4,9",156,Fermé ⋅ Ouvre à 09:00 lun.,30.401776,-9.5788161,https://www.google.com/maps/place/CENTRE+KHABIR+DE+KIN%C3%89SITH%C3%89RAPIE+ET+DE+R%C3%89%C3%89DUCATION+FONCTIONNELLE/data=!4m7!3m6!1s0xdb3b7b3188b3c65:0xf742a131527c9ba!8m2!3d30.401776!4d-9.5788161!16s%2Fg%2F11spwrg2v8!19sChIJZTyLGLO3sw0RusknFRMqdA8?authuser=0&hl=fr&rclk=1,مركز التأهيل,0,francais,2025-07-06T02:25:29.851847,{},[],[]
Agadir,,,,Agadir,,,,,"3,0",3,,30.4280405,-9.5925444,https://www.google.com/maps/place/Agadir/data=!4m7!3m6!1s0xdb3b6e9daad1cc9:0xbcf8d0b78bf48474!8m2!3d30.4280405!4d-9.5925444!16zL20vMDFwMTly!19sChIJyRyt2um2sw0RdIT0i7fQ-Lw?authuser=0&hl=fr&rclk=1,ⴰⵎⴰⵙⵙⴰⵏ ⵏ ⵓⵙⴰⵏ,0,francais,2025-07-06T02:26:23.321491,{},[],[]
Agadir by you,,,Agence de visites touristiques,Agadir,"171 bloc 7, Agadir 80000",,+212673-742019,https://www.google.com/url?q=https://younesshajjami.wixsite.com/agadirbyyou&opi=79508299&sa=U&ved=0ahUKEwj4kc39iaeOAxXKUkEAHe3cGukQ61gIEigO&usg=AOvVaw1v-NiTO8t3YRFgA3786mkC,"4,8",31,Ouvert 24h/24,30.3878076,-9.568741,https://www.google.com/maps/place/Agadir+by+you/data=!4m7!3m6!1s0xdb3b7aab009833b:0x545c05217b949f3d!8m2!3d30.3878076!4d-9.568741!16s%2Fg%2F11mv_q05d3!19sChIJO4MJsKq3sw0RPZ-UeyEFXFQ?authuser=0&hl=fr&rclk=1,ⴰⵎⴰⵙⵙⴰⵏ ⵏ ⵜⴷⵓⴽⵜⵓⵔ,0,francais,2025-07-06T02:27:13.505574,{},[],[]
"Fatima Zahra Tayach, psychologue clinicienne",,,Psychologue,Agadir,"Immeuble Guedira, n° 11 Av. Moulay Hassan I, Agadir 80000",,+212634-354984,https://www.google.com/url?q=https://www.facebook.com/Fatima-Zahra-Tayach-psychologue-clinicienne-641850576173542/&opi=79508299&sa=U&ved=0ahUKEwj4sc-ViqeOAxV3VaQEHfbNJ3EQ61gIFCgQ&usg=AOvVaw0bcnpk5Or_rdJXcLUKGQAE,"4,7",22,Fermé ⋅ Ouvre à 09:00 lun.,30.4114908,-9.5636818,"https://www.google.com/maps/place/Fatima+Zahra+Tayach,+psychologue+clinicienne/data=!4m7!3m6!1s0xdb3b78422c3afe3:0x2863c422eb845998!8m2!3d30.4114908!4d-9.5636818!16s%2Fg%2F11g1xxmgyq!19sChIJ46_DIoS3sw0RmFmE6yLEYyg?authuser=0&hl=fr&rclk=1",دكتور نفسي,0,francais,2025-07-06T02:28:06.135387,{},[],[]
house family,,,Hôpital psychiatrique,Agadir,"CCGJ+W78, Agadir 80000",,+212603-136987,,"5,0",3,,30.4272825,-9.5692993,https://www.google.com/maps/place/house+family/data=!4m7!3m6!1s0xdb3b64045c212df:0x54c5cc078f25b519!8m2!3d30.4272825!4d-9.5692993!16s%2Fg%2F1pzrkkvml!19sChIJ3xLCRUC2sw0RGbUljwfMxVQ?authuser=0&hl=fr&rclk=1,مصحة نفسية,0,francais,2025-07-06T02:29:00.055889,{},[],[]
Dr Adabi Fouzia psychiatre-Inezgane-Agadir عيادة الطب النفسي الدكتورة ادابي فوزية,عيادة الطب النفسي الدكتورة ادابي فوزية,,Psychiatre,Agadir,"bureau n° 4, n° 34 Av. Hassan II, Inezgane 80000",,+2125283-38801,,"4,8",32,Fermé ⋅ Ouvre à 09:00 lun.,30.3621165,-9.5262818,https://www.google.com/maps/place/Dr+Adabi+Fouzia+psychiatre-Inezgane-Agadir+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D8%A7%D8%AF%D8%A7%D8%A8%D9%8A+%D9%81%D9%88%D8%B2%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xdb3c9006a6d4507:0x2be0fbd56abab2a3!8m2!3d30.3621165!4d-9.5262818!16s%2Fg%2F11vr1nbywg!19sChIJB0VtagDJsw0Ro7K6atX74Cs?authuser=0&hl=fr&rclk=1,مركز طبي نفسي,0,arabe|francais,2025-07-06T02:29:48.337655,{},[],[]
Nehas Khaoula Psychologue Clinicienne,,,Psychologue,Aghbala,"Quartier Les Princesses, Angle Rue Abou Hassan Es-Séghir et Rue Attabari Attabari Business Center, Etage 3, Bureau 11, Casablanca",,+212666-433566,,"5,0",3,Fermé ⋅ Ouvre à 10:30 lun.,33.5759207,-7.6493332,https://www.google.com/maps/place/Nehas+Khaoula+Psychologue+Clinicienne/data=!4m7!3m6!1s0xda7d33a3d3e1557:0x47514bc24e09c6c1!8m2!3d33.5759207!4d-7.6493332!16s%2Fg%2F11w1qt3bfg!19sChIJVxU-PTrTpw0RwcYJTsJLUUc?authuser=0&hl=fr&rclk=1,psychologue,0,francais,2025-07-06T02:32:47.771940,{},[],[]
Centre d'Addictologie Benslimane,,,Centre de désintoxication,Aghbala,"Centre d'Addictologie, Benslimane 13000",,,https://www.google.com/url?q=https://m.facebook.com/Centre-dAddictologie-Benslimane-111728947328776/%3Fref%3Dbookmarks&opi=79508299&sa=U&ved=0ahUKEwilkezli6eOAxXdUqQEHd1sAvAQ61gIDigK&usg=AOvVaw1HswDtH-acMeM-KlZsAakH,"5,0",4,Fermé ⋅ Ouvre à 09:00 lun.,33.6149859,-7.1153527,https://www.google.com/maps/place/Centre+d%27Addictologie+Benslimane/data=!4m7!3m6!1s0xda7abe21d472433:0xb06076d8c0f17647!8m2!3d33.6149859!4d-7.1153527!16s%2Fg%2F11k7v6w0tx!19sChIJMyRHHeKrpw0RR3bxwNh2YLA?authuser=0&hl=fr&rclk=1,centre désintoxication,0,francais,2025-07-06T02:35:20.479641,{},[],[]
Clinique Villa des Lilas - Anfa,,,Clinique de santé mentale,Aghbala,"H86X+45R, Bd des Clubs, Casablanca 20250",,+2125227-74170,https://www.google.com/url?q=https://villadeslilas.ma/&opi=79508299&sa=U&ved=0ahUKEwjDsPCjjKeOAxXANPsDHbRwNksQ61gIEygP&usg=AOvVaw3f6dWJnvkguYcLrIduIaSi,"4,3",327,Ouvert 24h/24,33.5603032,-7.6522823,https://www.google.com/maps/place/Clinique+Villa+des+Lilas+-+Anfa/data=!4m7!3m6!1s0xda7d34992c0a943:0x6d58a095cfd26641!8m2!3d33.5603032!4d-7.6522823!16s%2Fg%2F11h0_l2188!19sChIJQ6nAkknTpw0RQWbSz5WgWG0?authuser=0&hl=fr&rclk=1,clinique psychiatrique,0,francais,2025-07-06T02:37:30.616921,{},[],[]
Centre De Sante Ahl Loghlam,,,Hôpital psychiatrique,Aghbala,"HGX6+7HM, Casablanca",,,,"3,2",6,Fermé ⋅ Ouvre à 09:00 lun.,33.5982146,-7.4885889,https://www.google.com/maps/place/Centre+De+Sante+Ahl+Loghlam/data=!4m7!3m6!1s0xda7cb1bdbed0713:0x82269fb9f5f6529d!8m2!3d33.5982146!4d-7.4885889!16s%2Fg%2F11gbkw7ftn!19sChIJEwft2xvLpw0RnVL29bmfJoI?authuser=0&hl=fr&rclk=1,centre santé mentale,0,francais,2025-07-06T02:38:20.498799,{},[],[]
centre arreda de rééducation et d'amincissement,,,Hôpital,Aghbala,"n° 7، rue imam malik, Beni-Mellal",،,+2125234-24070,,"5,0",2,Fermé ⋅ Ouvre à 09:00 lun.,32.3308823,-6.3603263,https://www.google.com/maps/place/centre+arreda+de+r%C3%A9%C3%A9ducation+et+d%27amincissement/data=!4m7!3m6!1s0xda386ff457dd269:0x30303abca2792536!8m2!3d32.3308823!4d-6.3603263!16s%2Fg%2F1tkc3ggh!19sChIJadJ9Rf-Gow0RNiV5orw6MDA?authuser=0&hl=fr&rclk=1,centre réhabilitation,0,francais,2025-07-06T02:39:13.454326,{},[],[]
Psy.Jihane Bouara,,,Psychologue,Aghbala,"Rue Ben addi, Béni Mellal 23000",,+212707-783552,,"5,0",5,,32.339365,-6.3461713,https://www.google.com/maps/place/Psy.Jihane+Bouara/data=!4m7!3m6!1s0xda3876f384784af:0xd7ebc20f829928cb!8m2!3d32.339365!4d-6.3461713!16s%2Fg%2F11tbwndkg4!19sChIJr4RHOG-How0RyyiZgg_C69c?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T02:40:03.094732,{},[],[]
Cabinet de Psychiatrie Dr Afaf Saghrani (Psychiatre Psychothérapeute )طبيب نفسي الدار البيضاء,طبيب نفسي الدار البيضاء,,Psychiatre,Aghbala,"1er Etage,N°1، Imm 3 Bd Taza, Casablanca 20480",،,+212644-949495,,"4,1",112,Fermé ⋅ Ouvre à 08:30 lun.,33.5423786,-7.5942223,https://www.google.com/maps/place/Cabinet+de+Psychiatrie+Dr+Afaf+Saghrani+%28Psychiatre+Psychoth%C3%A9rapeute+%29%D8%B7%D8%A8%D9%8A%D8%A8+%D9%86%D9%81%D8%B3%D9%8A+%D8%A7%D9%84%D8%AF%D8%A7%D8%B1+%D8%A7%D9%84%D8%A8%D9%8A%D8%B6%D8%A7%D8%A1%E2%80%AD/data=!4m7!3m6!1s0xda633eb465b8a85:0xdea42001abccb68c!8m2!3d33.5423786!4d-7.5942223!16s%2Fg%2F11gh36zvmw!19sChIJhYpbRuszpg0RjLbMqwEgpN4?authuser=0&hl=fr&rclk=1,طبيب نفسي,0,arabe|francais,2025-07-06T02:42:17.974088,{},[],[]
مركز معالجة الإدمان,مركز معالجة الإدمان,,Administration,Aghbala,"25VX+763, Salé",,,,"3,8",4,,34.0431317,-6.8019583,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%85%D8%B9%D8%A7%D9%84%D8%AC%D8%A9+%D8%A7%D9%84%D8%A5%D8%AF%D9%85%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0xda76bfac4f7dafb:0xe0b5bb16ebff2979!8m2!3d34.0431317!4d-6.8019583!16s%2Fg%2F11n60lgxpq!19sChIJ-9r3xPprpw0ReSn_6xa7teA?authuser=0&hl=fr&rclk=1,مركز علاج الإدمان,2,arabe|francais,2025-07-06T02:43:07.751163,{},[],[]
مستشفى الأمراض النفسية قلعة السراغنة,مستشفى الأمراض النفسية قلعة السراغنة,,Hôpital psychiatrique,Aghbala,"2HJQ+J7X, El Kelâa des Sraghna",,,,"2,4",2,,32.0316199,-7.4117743,https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9+%D9%82%D9%84%D8%B9%D8%A9+%D8%A7%D9%84%D8%B3%D8%B1%D8%A7%D8%BA%D9%86%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xda50d005c0162e5:0xba12ce688d4ca934!8m2!3d32.0316199!4d-7.4117743!16s%2Fg%2F11x030nqpb!19sChIJ5WIBXAANpQ0RNKlMjWjOEro?authuser=0&hl=fr&rclk=1,مستشفى نفسي,0,arabe|francais,2025-07-06T02:43:56.971715,{},[],[]
Dr Hicham EL ASSLI,,,Psychothérapeute,Aghbala,"1er étage, LOT JANAH, N 5 Av. Mohammed VI, Béni Mellal 23000",,+2125234-22601,,"4,8",19,Fermé ⋅ Ouvre à 09:00 lun.,32.3375418,-6.3736239,https://www.google.com/maps/place/Dr+Hicham+EL+ASSLI/data=!4m7!3m6!1s0xda38759891095cd:0xcd22e553b46ce7c9!8m2!3d32.3375418!4d-6.3736239!16s%2Fg%2F11k4nxqgbc!19sChIJzZUQiVmHow0RyedstFPlIs0?authuser=0&hl=fr&rclk=1,عيادة نفسية,0,francais,2025-07-06T02:44:45.867142,{},[],[]
الدكتورة هدى حجيج أندولسي أخصائية الطب النفسي للأطفال,الدكتورة هدى حجيج أندولسي أخصائية الطب النفسي للأطفال,,Psychothérapeute,Aghbala,"رقم 8، 70 Bd Mohammed Zerktouni, Casablanca 20013",رقم ،,+2125222-22331,,"1,0",1,,33.5969084,-7.6385106,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%87%D8%AF%D9%89+%D8%AD%D8%AC%D9%8A%D8%AC+%D8%A3%D9%86%D8%AF%D9%88%D9%84%D8%B3%D9%8A+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A+%D9%84%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0xda7d30065f9e22b:0xe22ffcb7bb357ce2!8m2!3d33.5969084!4d-7.6385106!16s%2Fg%2F11y998lzhm!19sChIJK-L5ZQDTpw0R4nw1u7f8L-I?authuser=0&hl=fr&rclk=1,معالج نفسي,0,arabe|francais,2025-07-06T02:48:24.026042,{},[],[]
مركز التأهيل المهني العاليا,مركز التأهيل المهني العاليا,,Centre d'information,Aghbala,"MJR6+79G, Mohammédia",,,,"4,6",5,,33.6909865,-7.3897674,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AA%D8%A3%D9%87%D9%8A%D9%84+%D8%A7%D9%84%D9%85%D9%87%D9%86%D9%8A+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%8A%D8%A7%E2%80%AD/data=!4m7!3m6!1s0xda7b7cbe4cbcaf1:0x2b827a80a84ecb4c!8m2!3d33.6909865!4d-7.3897674!16s%2Fg%2F11s86qhsx4!19sChIJ8crL5Mu3pw0RTMtOqIB6gis?authuser=0&hl=fr&rclk=1,مركز التأهيل,0,arabe|francais,2025-07-06T02:49:16.773563,{},[],[]
مستشفى الأمراض العقلية,مستشفى الأمراض العقلية,,Hôpital psychiatrique,Aghbala,"Lycée Ibno Battouta, Rabat",,,,"3,8",4,Fermé ⋅ Ouvre à 09:00 lun.,33.9966971,-6.8232268,https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%B9%D9%82%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xda76b6ad07c0895:0x73344592024f8cf4!8m2!3d33.9966971!4d-6.8232268!16s%2Fg%2F11g_z2rjrb!19sChIJlQh80Gprpw0R9IxPApJFNHM?authuser=0&hl=fr&rclk=1,مصحة نفسية,0,arabe|francais,2025-07-06T02:53:34.743304,{},[],[]
Psychiatre Dr Salma Ouazzani Touhami,,,Psychiatre,Aghbalou,"1er étage, N*13, premium office, 40, boulevard Anoual, residence Anoual, Casablanca 20502",,+2125228-64009,https://www.google.com/url?q=https://psychiatre-ouazzanisalma.com/&opi=79508299&sa=U&ved=0ahUKEwiVxZ-2kKeOAxWJNPsDHUGUEGkQ61gIFigS&usg=AOvVaw03b6uIA7gLgpDLYCbbr91g,"4,7",25,Fermé ⋅ Ouvre à 09:00 lun.,33.5692718,-7.6137232,https://www.google.com/maps/place/Psychiatre+Dr+Salma+Ouazzani+Touhami/data=!4m7!3m6!1s0xda7d3afc586e485:0x254c3ac4b25dac28!8m2!3d33.5692718!4d-7.6137232!16s%2Fg%2F11y7jts52_!19sChIJheSGxa_Tpw0RKKxdssQ6TCU?authuser=0&hl=fr&rclk=1,psychiatre,0,francais,2025-07-06T02:56:03.544066,{},[],[]
Ghali Skalli - Psychologue à Casablanca - Cabinet Conatus,,,Psychologue,Aghbalou,"57 Rue Daoud Dahiri, Casablanca 20370",,+212626-499752,https://www.google.com/url?q=https://www.instagram.com/psy.ghali.skalli/&opi=79508299&sa=U&ved=0ahUKEwjsysnQkKeOAxW2QUEAHaXSNigQ61gIEygP&usg=AOvVaw3ujna8y006zEklzpa1dfxi,"5,0",91,Fermé ⋅ Ouvre à 10:00 lun.,33.5858137,-7.6324199,https://www.google.com/maps/place/Ghali+Skalli+-+Psychologue+%C3%A0+Casablanca+-+Cabinet+Conatus/data=!4m7!3m6!1s0xda7d33720fd08a9:0x4a4f823d950e060!8m2!3d33.5858137!4d-7.6324199!16s%2Fg%2F11s9bjmdbk!19sChIJqQj9IDfTpw0RYOBQ2SP4pAQ?authuser=0&hl=fr&rclk=1,psychologue,0,francais,2025-07-06T02:56:59.353329,{},[],[]
Gauroud idrane,,,Centre de traitement de l'alcoolisme,Aghbalou,"6VV4+2PF, Timahdite",,,,"5,0",5,,33.242551,-5.1432068,https://www.google.com/maps/place/Gauroud+idrane/data=!4m7!3m6!1s0xda1e359576f7f79:0x4dad393d80fdfcd3!8m2!3d33.242551!4d-5.1432068!16s%2Fg%2F11h6s0sxn9!19sChIJeX9vV1njoQ0R0_z9gD05rU0?authuser=0&hl=fr&rclk=1,centre désintoxication,0,francais,2025-07-06T02:58:33.402296,{},[],[]
Hôpital Psychiatrique Arrazi_Tit Mellil Province Mediouna,,,Hôpital,Aghbalou,"GHH7+HCJ, Sidi Hajjaj Oued Hassar",,+212672-286200,,"1,9",9,Fermé ⋅ Ouvre à 10:00,33.5289719,-7.4364976,https://www.google.com/maps/place/H%C3%B4pital+Psychiatrique+Arrazi_Tit+Mellil+Province+Mediouna/data=!4m7!3m6!1s0xda64a807380cbd7:0xd79ac3129721f8b!8m2!3d33.5289719!4d-7.4364976!16s%2Fg%2F11b6lfc6x9!19sChIJ18uAc4BKpg0Rix9yKTGseQ0?authuser=0&hl=fr&rclk=1,hôpital psychiatrique,0,francais,2025-07-06T02:59:24.530933,{},[],[]
Clinique Des Jardins,,,Clinique de santé mentale,Aghbalou,"206 Av. Mers Sultan, Casablanca 20250",,+2125224-73453,https://www.google.com/url?q=http://cliniquedesjardins.com/&opi=79508299&sa=U&ved=0ahUKEwjuoJ2tkaeOAxWmQkEAHamJMgsQ61gIEigO&usg=AOvVaw0tm-vBXeDVCosyu8vq_W5k,"4,3",248,Ouvert 24h/24,33.5841974,-7.6157409,https://www.google.com/maps/place/Clinique+Des+Jardins/data=!4m7!3m6!1s0xda7d29f49921b65:0x9f0fb945d78d7676!8m2!3d33.5841974!4d-7.6157409!16s%2Fg%2F11bwkhpdck!19sChIJZRuSSZ_Spw0RdnaN10W5D58?authuser=0&hl=fr&rclk=1,clinique psychiatrique,0,francais,2025-07-06T03:00:13.805928,{},[],[]
centre du développement humain pour le handicap mental,,,Hôpital psychiatrique,Aghbalou,"Rue Barik Hassan Nø 134, Casablanca",,,,"2,0",1,,33.6113217,-7.5456487,https://www.google.com/maps/place/centre+du+d%C3%A9veloppement+humain+pour+le+handicap+mental/data=!4m7!3m6!1s0xda7cdcff997a93f:0x865795032efdb102!8m2!3d33.6113217!4d-7.5456487!16s%2Fg%2F11h70q_bxt!19sChIJP6mX-c_Npw0RArH9LgOVV4Y?authuser=0&hl=fr&rclk=1,centre santé mentale,0,francais,2025-07-06T03:01:06.275160,{},[],[]
Centre de santé Aghbalou,,,Centre médical,Aghbalou,"29C7+XXF, Zaouit Massa",,,,"3,8",3,Fermé ⋅ Ouvre à 08:30 lun.,30.0224262,-9.6350753,https://www.google.com/maps/place/Centre+de+sant%C3%A9+Aghbalou/data=!4m7!3m6!1s0xdb3910020fb1373:0x1482ccacffc75eb7!8m2!3d30.0224262!4d-9.6350753!16s%2Fg%2F11wfp7k7j8!19sChIJcxP7IACRsw0Rt17H_6zMghQ?authuser=0&hl=fr&rclk=1,centre réhabilitation,0,francais,2025-07-06T03:01:53.951257,{},[],[]
Zineb Elouataoui - Psychothérapeute & Art-thérapeute,,,Psychothérapeute,Aghbalou,"8, Rue Tata, Angle Bd Driss Slaoui, Casablanca",,+212661-216282,,"4,9",10,,33.602455,-7.6564169,https://www.google.com/maps/place/Zineb+Elouataoui+-+Psychoth%C3%A9rapeute+%26+Art-th%C3%A9rapeute/data=!4m7!3m6!1s0xda7cdbf33d1c73d:0x87ed5ceb9d9099c7!8m2!3d33.602455!4d-7.6564169!16s%2Fg%2F11l6wvpt4j!19sChIJPcfRM7_Npw0Rx5mQnetc7Yc?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T03:02:44.844381,{},[],[]
Cabinet Dr kahlaoui: psychiatre psychothérapeute addictologue,,,Psychiatre,Aghbalou,"3ème étage, numéro 1, imm morjana, 293 Bd Abdelmoumen, Casablanca 20042",,+2125228-61417,,"4,6",28,Fermé ⋅ Ouvre à 09:00 lun.,33.5687136,-7.6258368,https://www.google.com/maps/place/Cabinet+Dr+kahlaoui:+psychiatre+psychoth%C3%A9rapeute+addictologue/data=!4m7!3m6!1s0xda7d3e8129fafd1:0xf15fbe50cfd5912e!8m2!3d33.5687136!4d-7.6258368!16s%2Fg%2F11ny19db6t!19sChIJ0a-fEujTpw0RLpHVz1C-X_E?authuser=0&hl=fr&rclk=1,addictologue,0,francais,2025-07-06T03:03:31.953261,{},[],[]
Dr. Kawtar Haizoune - psychothérapeute et coach,,,Psychothérapeute,Aghbalou,"HCV2+CVX, Casablanca 20250",,+212663-291702,https://www.google.com/url?q=https://www.facebook.com/kahaizoune&opi=79508299&sa=U&ved=0ahUKEwiQzpWlkqeOAxWRVEEAHb_-MK4Q61gIEigO&usg=AOvVaw3cwItVHR3P7bC0Zawt0_MQ,"4,8",19,Fermé ⋅ Ouvre à 09:00 lun.,33.5936798,-7.5977597,https://www.google.com/maps/place/Dr.+Kawtar+Haizoune+-+psychoth%C3%A9rapeute+et+coach/data=!4m7!3m6!1s0xda7cd000328a7d9:0xc35ac9c8dd3d324f!8m2!3d33.5936798!4d-7.5977597!16s%2Fg%2F11vyqvx_yv!19sChIJ2acoAwDNpw0RTzI93cjJWsM?authuser=0&hl=fr&rclk=1,طبيب نفسي,0,francais,2025-07-06T03:04:25.975525,{},[],[]
